Launch_Detect
0.88	-0.12	0.49	11.98	4.85	-12.50	25.37
0.92	-0.04	0.48	15.06	10.03	-8.11	25.38
0.93	0.00	0.54	-0.09	3.63	12.23	25.46
0.88	-0.13	0.48	0.52	-2.04	1.07	25.37
0.86	-0.12	0.52	-2.47	-12.68	-18.26	25.40
0.94	-0.02	0.49	-10.09	-9.33	4.15	25.38
0.88	-0.10	0.46	-1.25	-7.50	8.66	25.40
0.92	-0.11	0.53	-9.88	-20.61	0.12	25.43
0.91	-0.06	0.38	-4.05	-12.29	21.71	25.37
0.88	-0.15	0.40	4.33	9.27	11.46	25.43
0.87	-0.15	0.45	5.00	3.23	-9.36	25.43
0.94	-0.05	0.47	2.84	5.85	0.85	25.40
0.96	-0.09	0.47	4.15	15.00	12.90	25.46
0.92	-0.16	0.53	3.69	1.86	-1.01	25.37
0.92	-0.11	0.50	-3.29	-9.15	-7.56	25.43
0.93	-0.05	0.43	-2.44	4.24	9.79	25.40
0.90	-0.13	0.49	2.62	4.88	6.80	25.43
0.90	-0.11	0.48	-0.09	-3.63	-0.61	25.41
0.88	-0.10	0.44	4.27	1.59	0.03	25.41
0.91	-0.11	0.48	4.73	5.88	2.90	25.34
0.93	-0.12	0.49	-1.04	3.11	6.04	25.38
0.89	-0.14	0.52	1.34	-4.42	-3.84	25.37
0.93	-0.09	0.48	-1.22	-0.73	3.69	25.40
0.93	-0.11	0.50	-4.33	0.09	10.49	25.38
0.91	-0.12	0.47	-6.22	-7.59	11.07	25.41
0.89	-0.15	0.46	-7.68	-7.56	7.80	25.38
0.95	-0.11	0.51	-14.45	-9.24	16.62	25.35
0.92	-0.18	0.45	-5.79	-13.26	15.85	25.38
0.90	-0.15	0.49	-6.92	-15.15	8.14	25.46
0.93	-0.12	0.39	-14.27	-8.32	16.80	25.37
0.90	-0.19	0.47	-1.95	-1.55	4.33	25.43
0.92	-0.19	0.41	1.16	3.57	0.98	25.35
0.91	-0.18	0.49	-1.95	-5.55	-3.02	25.41
0.95	-0.15	0.40	-2.84	2.07	7.10	25.30
0.90	-0.21	0.46	1.31	2.23	2.16	25.40
0.92	-0.19	0.46	0.82	-5.79	-6.10	25.40
0.95	-0.15	0.45	-1.34	-4.36	7.53	25.40
0.89	-0.17	0.44	-8.81	-11.13	8.75	25.35
0.90	-0.19	0.44	-14.18	-20.52	0.27	25.40
0.90	-0.20	0.42	-12.53	-25.98	1.59	25.38
0.93	-0.23	0.33	-0.15	-0.52	8.08	25.43
0.92	-0.20	0.42	-1.40	1.55	1.46	25.37
0.94	-0.22	0.38	-1.28	-1.31	-2.01	25.41
0.94	-0.23	0.45	-4.88	-4.91	-5.98	25.41
0.96	-0.19	0.40	-11.77	-8.84	1.95	25.38
0.93	-0.21	0.38	-6.65	-5.18	-1.04	25.37
0.98	-0.19	0.42	-14.97	-16.74	-2.35	25.37
0.96	-0.19	0.40	-23.35	-31.95	4.63	25.37
0.94	-0.25	0.33	-40.06	-49.66	-4.05	25.43
0.95	-0.21	0.34	-45.27	-70.06	-8.75	25.44
1.04	-0.22	0.06	-26.10	-64.57	-4.94	25.41
1.04	-0.25	0.04	-20.58	-37.13	-1.34	25.41
1.04	-0.23	0.11	-20.06	-29.36	-3.48	25.37
1.03	-0.26	0.08	-4.76	-26.37	-4.18	25.38
1.07	-0.25	0.11	-9.73	-34.57	-6.37	25.35
1.03	-0.19	0.09	-14.02	-47.16	1.86	25.34
0.98	-0.21	-0.00	-11.49	-42.23	0.06	25.38
0.95	-0.24	-0.06	-5.70	-24.94	-7.90	25.40
1.01	-0.22	-0.06	-3.90	-10.73	-2.01	25.46
0.96	-0.17	0.01	-6.40	-13.75	5.73	25.34
0.98	-0.25	-0.03	-2.01	-9.48	3.57	25.44
0.97	-0.21	-0.01	-3.66	-8.60	-3.23	25.40
0.95	-0.21	-0.06	-0.64	-2.90	-0.21	25.37
1.00	-0.21	-0.02	-0.82	0.06	3.14	25.37
0.96	-0.25	-0.02	-2.56	0.61	1.10	25.35
0.98	-0.27	-0.03	-0.03	4.63	-8.23	25.43
1.01	-0.16	0.01	-2.65	-3.54	-10.37	25.43
1.06	-0.21	-0.05	0.67	-0.43	5.98	25.38
1.03	-0.22	-0.01	-1.01	-1.49	2.10	25.40
0.99	-0.21	-0.03	-2.99	-5.12	1.52	25.41
0.98	-0.22	-0.06	-2.50	-1.31	-1.04	25.37
0.98	-0.19	-0.02	-0.21	-2.38	-5.79	25.41
1.02	-0.21	-0.04	0.40	1.01	2.77	25.44
1.00	-0.25	-0.03	-2.26	3.20	-0.91	25.43
1.00	-0.19	-0.01	-3.90	-5.37	-2.87	25.40
0.99	-0.21	-0.05	-0.73	-2.35	1.86	25.34
0.95	-0.24	-0.05	-1.83	3.08	-0.15	25.43
0.97	-0.20	-0.03	-3.84	1.49	-0.91	25.40
0.91	-0.20	-0.01	-6.04	-2.04	-1.37	25.41
0.90	-0.20	-0.05	-2.68	6.98	1.16	25.41
0.87	-0.22	-0.05	-1.52	17.44	3.63	25.35
0.75	-0.25	-0.02	-8.23	22.62	-6.34	25.41
0.74	-0.22	-0.00	-15.12	23.96	-27.96	25.46
0.88	-0.26	0.01	-1.55	38.78	-48.63	25.37
1.65	-0.06	-0.02	-27.74	-58.41	-23.02	25.41
1.05	0.03	0.05	0.40	-55.52	33.66	25.40
0.93	-0.30	-0.31	13.72	-20.24	-7.47	25.34
1.10	-0.13	-0.21	-15.95	-0.49	-19.09	25.34
1.02	-0.15	-0.08	-3.57	4.45	-12.87	25.41
1.08	-0.09	-0.04	-6.68	-0.43	-8.14	25.41
1.05	-0.17	-0.07	-1.04	-22.80	3.35	25.44
0.98	-0.20	-0.12	-3.93	-16.89	8.75	25.41
0.95	-0.14	-0.14	-1.95	-8.93	9.33	25.40
0.92	-0.19	-0.08	-2.56	-13.41	-5.88	25.40
0.80	-0.08	-0.08	-8.81	-24.39	-8.90	25.35
0.71	-0.07	-0.17	-7.04	-10.88	-1.52	25.40
0.68	-0.07	-0.24	-3.75	25.61	5.49	25.37
0.67	-0.16	-0.11	-11.95	55.46	-24.73	25.41
0.85	-0.27	-0.33	-21.19	96.13	22.56	25.48
1.72	-0.69	0.90	-15.67	11.98	12.68	25.41
1.24	0.01	-0.31	-5.09	-27.26	-14.88	25.41
0.96	-0.17	-0.14	-3.90	1.01	-7.38	25.43
1.02	-0.08	-0.10	-6.01	3.99	-2.07	25.40
1.01	-0.09	-0.08	1.46	6.95	9.42	25.43
1.01	-0.21	-0.02	-1.34	14.66	-8.08	25.43
0.98	-0.22	-0.06	-7.35	6.34	-22.16	25.44
1.01	-0.13	-0.04	-1.40	-0.18	-15.52	25.46
1.06	-0.08	-0.06	-0.46	-2.56	2.80	25.41
1.10	-0.17	-0.09	0.40	2.10	14.79	25.35
1.05	-0.14	-0.04	1.49	-0.82	17.13	25.46
1.03	-0.17	-0.06	1.74	-5.88	12.10	25.44
1.00	-0.19	-0.07	-4.39	-6.49	-2.23	25.44
1.04	-0.16	-0.07	-5.21	-9.91	-8.17	25.41
1.00	-0.14	-0.09	-1.77	-7.50	-6.16	25.40
0.99	-0.12	-0.12	0.30	-5.09	-0.18	25.38
0.94	-0.09	-0.09	-1.49	-4.60	3.54	25.43
0.96	-0.15	-0.13	1.04	6.34	0.58	25.38
1.01	-0.18	-0.07	2.50	9.15	-4.63	25.43
1.03	-0.15	-0.04	3.54	1.13	8.66	25.44
0.97	-0.15	-0.06	-4.36	-2.96	10.24	25.43
0.99	-0.21	-0.10	3.66	3.96	-2.77	25.46
1.00	-0.20	-0.07	3.75	8.17	-6.95	25.35
1.03	-0.14	-0.08	5.21	12.16	2.62	25.46
1.00	-0.14	-0.04	3.26	6.28	6.37	25.44
0.98	-0.18	-0.06	3.14	3.90	2.20	25.35
1.01	-0.18	-0.05	-0.58	3.60	-8.41	25.43
1.06	-0.17	-0.04	-0.70	0.24	3.11	25.43
1.02	-0.18	-0.07	1.40	0.03	6.37	25.38
0.99	-0.19	-0.05	1.46	3.54	-3.60	25.41
1.03	-0.15	-0.05	-2.20	0.00	-2.16	25.41
1.00	-0.15	-0.05	-1.71	1.16	-3.93	25.38
0.99	-0.16	-0.05	-1.46	1.59	-6.04	25.43
1.02	-0.15	-0.06	-0.37	2.80	-2.01	25.41
1.04	-0.13	-0.04	2.53	1.62	8.38	25.46
0.99	-0.19	-0.04	0.46	0.70	7.56	25.38
1.00	-0.20	-0.03	-2.04	-0.55	1.46	25.44
1.02	-0.17	-0.04	-7.68	-5.27	6.80	25.43
1.01	-0.21	-0.08	-1.13	4.39	8.63	25.41
1.02	-0.15	-0.05	-6.01	8.72	10.55	25.41
1.05	-0.18	-0.04	-6.68	7.74	13.38	25.40
1.03	-0.19	-0.02	-7.90	3.05	4.33	25.37
1.07	-0.20	0.02	-21.62	-8.54	12.93	25.44
1.06	-0.18	-0.01	-36.31	-12.23	41.13	25.34
1.11	-0.34	-0.12	-19.21	3.60	19.27	25.43
1.01	-0.29	-0.04	-20.58	6.07	-3.20	25.44
1.05	-0.24	-0.05	-15.49	5.85	4.45	25.38
1.07	-0.21	-0.05	-14.09	1.92	18.54	25.48
1.00	-0.22	-0.06	-12.68	-0.88	18.96	25.44
0.99	-0.26	-0.05	-9.97	-2.74	8.35	25.48
0.96	-0.23	-0.03	-19.42	-11.31	3.48	25.37
0.88	-0.25	-0.08	-24.33	-7.07	5.88	25.40
0.90	-0.26	-0.10	-18.05	-1.77	-0.52	25.41
0.82	-0.14	-0.08	-15.27	-7.20	1.13	25.44
0.70	-0.14	-0.10	-24.54	1.31	-3.26	25.43
0.79	-0.25	-0.14	-11.74	20.67	-7.56	25.40
0.86	-0.21	-0.05	-6.31	16.65	-0.67	25.46
0.78	-0.23	-0.03	-23.02	19.76	-1.92	25.46
0.84	-0.25	-0.10	-12.59	32.53	-13.96	25.41
0.98	-0.22	-0.04	-7.41	41.19	-7.10	25.44
1.10	-0.23	0.03	-12.87	29.09	-2.35	25.44
1.11	-0.20	0.04	-21.07	15.55	6.13	25.44
1.14	-0.34	-0.01	-18.81	19.36	8.87	25.46
1.14	-0.36	0.02	-19.27	18.57	-5.73	25.43
1.17	-0.29	0.07	-21.68	2.29	-7.04	25.44
1.13	-0.28	0.02	-34.12	-3.11	4.51	25.41
1.07	-0.35	-0.04	-45.12	9.73	0.76	25.38
1.03	-0.27	-0.04	-36.04	28.05	-30.30	25.43
1.00	-0.15	0.06	-33.23	24.05	-37.59	25.43
1.02	-0.26	0.02	-55.37	20.79	-8.66	25.41
1.03	-0.23	0.01	-48.93	29.48	10.09	25.38
1.02	-0.22	-0.00	-52.29	33.17	11.22	25.38
1.10	-0.13	0.03	-65.70	59.21	17.65	25.48
1.03	-0.23	0.01	-56.31	74.33	21.31	25.40
0.96	-0.24	0.08	-6.43	81.86	8.96	25.41
0.78	-0.28	0.21	12.68	61.52	-40.21	25.41
0.92	-0.14	0.15	6.83	59.21	-50.30	25.43
1.01	0.04	0.21	36.80	64.33	-34.76	25.43
0.96	-0.07	0.35	66.59	32.99	-38.84	25.43
1.08	0.28	0.33	4.97	26.13	22.53	25.44
1.07	-0.16	0.09	-26.16	26.37	15.24	25.40
0.95	-0.19	0.55	-26.28	-3.93	-5.95	25.38
1.04	-0.28	0.40	-24.02	-52.23	6.25	25.40
1.03	-0.19	0.13	-19.73	-41.19	21.31	25.43
0.86	-0.16	0.15	2.29	-35.88	8.35	25.44
0.99	-0.12	0.25	10.70	-48.90	-6.62	25.41
0.98	-0.06	0.18	-8.51	-29.21	2.68	25.43
0.91	-0.09	0.02	-11.65	19.21	26.40	25.41
0.77	-0.08	0.10	-27.16	27.62	30.49	25.40
0.94	-0.19	0.23	-12.50	24.60	41.19	25.41
0.91	-0.17	0.21	-9.88	20.00	64.48	25.46
2.06	-0.47	0.29	14.79	23.93	96.86	25.43
0.84	-0.24	0.18	-37.74	84.21	54.73	25.40
1.22	-0.41	0.60	-14.21	-20.15	51.13	25.41
1.87	-0.42	0.41	-17.68	-42.41	57.77	25.46
2.60	-0.97	0.41	14.73	-6.65	92.04	25.37
2.94	-1.48	0.63	34.51	5.30	8.17	25.43
2.00	-0.80	0.78	-79.79	17.44	-51.68	25.44
0.77	-0.28	0.21	-145.64	38.57	38.78	25.40
0.08	-0.13	0.03	-90.70	22.99	29.05	25.40
-0.02	0.07	0.07	-148.66	11.74	26.59	25.34
-0.07	0.13	0.08	-241.55	-28.93	46.19	25.37
-0.07	0.01	0.00	-225.37	-67.59	38.48	25.43
-0.05	-0.09	-0.06	-140.85	-93.99	19.66	25.41
-0.06	0.02	0.05	-158.20	-95.43	-10.00	25.38
-0.03	0.04	0.01	-148.93	-100.76	-9.30	25.46
Parachute_Deployed
0.80	-0.70	0.18	10.34	-4.76	-30.98	25.32
Landed

